filename,width,height,class,xmin,ymin,xmax,ymax
image1145.jpeg,259,194,mountain,28,68,246,93
image1145.jpeg,259,194,beach,1,96,231,149
image1145.jpeg,259,194,tree,24,142,199,194
image1623.jpg,510,340,tree,90,4,229,322
image1623.jpg,510,340,tree,370,10,509,328
image1623.jpg,510,340,forest,16,11,508,339
image1637.jpg,1133,340,mountain,1,92,1133,333
image1637.jpg,1133,340,sky,7,5,1133,103
image1151.jpeg,318,159,mountain,4,6,315,156
image280.jpg,544,340,field,9,112,544,339
image280.jpg,544,340,sky,3,3,544,86
image280.jpg,544,340,mountain,7,60,394,128
image1384.jpeg,259,194,mountain,9,43,256,191
image1384.jpeg,259,194,sky,2,3,254,42
image1390.jpeg,275,183,lake,10,123,267,183
image1390.jpeg,275,183,sky,21,2,271,77
image1390.jpeg,275,183,mountain,6,47,151,125
image1390.jpeg,275,183,mountain,179,58,270,125
image1409.jpeg,275,183,tree,6,5,80,177
image1409.jpeg,275,183,tree,126,1,200,172
image1409.jpeg,275,183,tree,201,1,275,172
image1409.jpeg,275,183,forest,4,4,272,180
image1421.jpeg,336,150,mountain,140,9,328,150
image1421.jpeg,336,150,sea,2,5,166,147
image1421.jpeg,336,150,stone,162,10,332,145
image1347.jpeg,279,181,lake,14,102,279,179
image1347.jpeg,279,181,sky,2,2,278,54
image1347.jpeg,279,181,mountain,13,39,266,95
image1347.jpeg,279,181,tree,170,70,276,92
image1347.jpeg,279,181,tree,1,55,150,91
image1353.jpeg,300,168,field,9,12,300,165
image1435.jpeg,225,225,sky,3,5,218,177
image1435.jpeg,225,225,mountain,6,159,225,224
image1596.jpg,509,340,sea,25,91,506,335
image647.jpeg,225,225,sky,2,1,224,224
image653.jpeg,100,100,sky,1,1,99,100
image1582.jpg,497,340,person,157,142,364,277
image1582.jpg,497,340,beach,6,195,494,340
image1569.jpg,509,340,sea,10,182,505,340
image1569.jpg,509,340,sky,6,6,496,172
image1569.jpg,509,340,tree,158,82,258,214
image1569.jpg,509,340,tree,308,47,389,203
image1555.jpg,743,340,sky,1,2,742,187
image1555.jpg,743,340,mountain,14,190,743,336
image1233.jpeg,275,183,waterfall,59,62,259,167
image1233.jpeg,275,183,mountain,4,4,275,181
image1227.jpeg,183,275,lake,3,166,183,268
image1227.jpeg,183,275,sky,2,2,183,143
image1541.jpg,511,340,sky,10,6,505,193
image1541.jpg,511,340,beach,13,190,495,340
image479.jpg,510,340,sky,3,4,506,65
image479.jpg,510,340,waterfall,1,112,187,235
image479.jpg,510,340,waterfall,186,75,504,194
image479.jpg,510,340,lake,36,154,509,339
image323.jpg,510,340,field,2,143,504,340
image323.jpg,510,340,sky,2,3,506,143
image445.jpg,509,340,sky,1,2,509,142
image445.jpg,509,340,field,2,140,506,340
image1794.jpg,510,340,sky,5,6,508,110
image1794.jpg,510,340,mountain,13,107,510,265
image1794.jpg,510,340,tree,252,164,385,280
image1794.jpg,510,340,field,4,255,510,336
image1780.jpg,510,340,field,5,11,506,340
image1780.jpg,510,340,flower,317,75,410,268
image451.jpg,632,340,field,3,234,628,340
image451.jpg,632,340,sky,2,1,632,226
image451.jpg,632,340,tree,296,159,379,235
image337.jpg,453,340,sky,1,1,450,172
image337.jpg,453,340,person,198,125,268,221
image337.jpg,453,340,stone,10,231,350,335
image337.jpg,453,340,field,1,166,446,240
image337.jpg,453,340,forest,310,174,451,335
image1019.jpeg,275,183,sky,3,21,275,182
image1031.jpeg,275,183,sky,1,1,275,181
image1757.jpg,226,340,mountain,29,20,172,338
image1757.jpg,226,340,sea,69,51,226,308
image486.jpg,510,340,tree,251,3,379,305
image486.jpg,510,340,tree,378,1,506,302
image486.jpg,510,340,mountain,96,173,278,242
image486.jpg,510,340,sea,4,238,509,291
image486.jpg,510,340,sky,3,7,510,218
image486.jpg,510,340,tree,131,266,191,308
image486.jpg,510,340,field,7,303,509,337
image492.jpeg,275,183,sky,1,1,275,49
image492.jpeg,275,183,mountain,4,84,275,181
image1743.jpg,509,340,sky,5,6,507,178
image1743.jpg,509,340,field,9,176,496,326
image1025.jpeg,275,183,sea,1,157,275,182
image1025.jpeg,275,183,sky,1,1,275,157
image484.jpg,511,340,sky,1,1,510,161
image484.jpg,511,340,sea,11,186,511,269
image484.jpg,511,340,tree,216,114,278,167
image1755.jpg,510,340,mountain,20,58,510,288
image1755.jpg,510,340,lake,13,280,500,340
image1033.jpeg,266,190,field,5,87,263,190
image1033.jpeg,266,190,sky,1,1,266,74
image1033.jpeg,266,190,tree,103,65,198,88
image1027.jpeg,300,168,sky,2,2,295,144
image1741.jpg,510,340,mountain,22,72,266,330
image1741.jpg,510,340,mountain,259,15,501,339
image1741.jpg,510,340,stone,30,118,284,336
image490.jpg,508,340,sky,2,1,508,200
image490.jpg,508,340,mountain,14,197,212,259
image490.jpg,508,340,mountain,310,112,507,258
image490.jpg,508,340,lake,10,265,426,340
image1769.jpg,510,340,person,84,54,280,335
image1769.jpg,510,340,sky,8,6,501,190
image1796.jpg,510,340,sky,2,4,508,100
image1796.jpg,510,340,sea,19,232,506,338
image1796.jpg,510,340,mountain,7,61,505,243
image447.jpg,333,340,mountain,8,1,191,206
image447.jpg,333,340,sky,93,2,331,151
image321.jpg,509,340,sky,4,2,506,90
image321.jpg,509,340,mountain,9,90,508,334
image335.jpg,604,340,sky,133,1,596,56
image335.jpg,604,340,lake,12,118,301,268
image335.jpg,604,340,mountain,5,33,602,106
image335.jpg,604,340,stone,219,229,598,336
image335.jpg,604,340,person,394,105,468,224
image453.jpg,509,340,stone,10,177,456,337
image453.jpg,509,340,tree,80,87,372,221
image453.jpg,509,340,sea,358,117,509,315
image453.jpg,509,340,sky,5,1,509,105
image1782.jpg,510,340,sea,8,281,510,339
image1782.jpg,510,340,sky,6,5,507,290
image309.jpg,510,340,forest,4,4,507,339
image309.jpg,510,340,tree,9,173,155,325
image309.jpg,510,340,tree,131,147,277,299
image309.jpg,510,340,tree,360,152,506,304
image309.jpg,510,340,tree,222,162,368,314
image1231.jpeg,259,194,sea,65,108,255,187
image1231.jpeg,259,194,sky,28,2,259,94
image1231.jpeg,259,194,mountain,5,40,140,109
image1557.jpg,550,340,tree,5,1,202,103
image1557.jpg,550,340,sky,68,1,546,196
image1557.jpg,550,340,sea,30,189,550,292
image1543.jpg,604,340,sky,5,3,600,163
image1543.jpg,604,340,sea,11,171,604,332
image1219.jpeg,299,168,lake,2,105,299,167
image1219.jpeg,299,168,sky,2,1,298,86
image1219.jpeg,299,168,tree,49,62,112,98
image1219.jpeg,299,168,tree,194,47,255,91
image645.jpeg,275,183,sky,1,1,275,181
image1594.jpg,510,340,sky,5,1,494,106
image1594.jpg,510,340,sea,3,105,510,326
image1580.jpg,510,340,sky,36,12,510,126
image1580.jpg,510,340,city,16,116,493,340
image1580.jpg,510,340,sea,219,130,510,234
image651.jpeg,292,173,sky,1,1,290,119
image651.jpeg,292,173,tree,119,71,182,145
image651.jpeg,292,173,field,3,128,292,171
image1345.jpeg,100,100,forest,2,2,100,98
image1423.jpeg,259,194,mountain,3,25,259,187
image1423.jpeg,259,194,tree,182,2,259,176
image1437.jpeg,285,177,mountain,7,7,265,84
image1437.jpeg,285,177,sea,16,86,279,172
image1351.jpeg,259,194,flower,132,16,255,124
image1351.jpeg,259,194,flower,8,72,258,117
image1351.jpeg,259,194,lake,92,119,239,176
image1379.jpeg,283,178,mountain,25,11,277,176
image1386.jpeg,275,183,tree,14,6,271,130
image1386.jpeg,275,183,field,2,108,275,181
image1392.jpeg,300,168,tree,214,47,268,106
image1392.jpeg,300,168,sky,2,3,287,80
image1392.jpeg,300,168,sea,3,84,295,163
image1621.jpg,510,340,sky,4,3,497,111
image1621.jpg,510,340,lake,16,168,510,317
image1621.jpg,510,340,mountain,8,103,510,166
image1147.jpeg,259,195,lake,96,103,259,193
image1147.jpeg,259,195,tree,1,1,65,126
image1147.jpeg,259,195,tree,67,27,116,126
image1147.jpeg,259,195,tree,103,23,152,122
image1147.jpeg,259,195,tree,209,19,259,118
image1147.jpeg,259,195,tree,156,43,212,108
image296.jpg,453,340,field,13,209,452,337
image296.jpg,453,340,tree,68,1,165,253
image296.jpg,453,340,tree,231,1,360,266
image296.jpg,453,340,tree,324,1,453,266
image296.jpg,453,340,forest,4,5,449,290
image282.jpg,510,340,sky,1,4,510,137
image282.jpg,510,340,lake,7,157,510,334
image1153.jpeg,364,138,lake,8,70,364,134
image1153.jpeg,364,138,sky,61,4,358,53
image1153.jpeg,364,138,mountain,7,30,112,72
image1153.jpeg,364,138,mountain,238,32,364,86
image1635.jpg,606,340,tree,8,1,203,247
image1635.jpg,606,340,tree,289,10,458,242
image1635.jpg,606,340,field,6,233,423,334
image1635.jpg,606,340,mountain,221,68,606,199
image1635.jpg,606,340,lake,257,209,606,339
image1609.jpg,513,340,sky,3,1,513,185
image1609.jpg,513,340,sea,7,189,513,339
image1609.jpg,513,340,tree,121,114,368,187
image533.jpeg,100,100,sky,1,1,100,99
image255.jpg,510,340,desert,4,176,505,338
image255.jpg,510,340,person,413,264,455,315
image255.jpg,510,340,sky,3,7,510,180
image1184.jpeg,300,168,sky,1,2,298,122
image1184.jpeg,300,168,field,4,126,299,166
image1190.jpeg,240,210,field,1,164,240,209
image1190.jpeg,240,210,mountain,4,25,220,90
image1190.jpeg,240,210,flower,9,67,240,167
image1190.jpeg,240,210,tree,19,71,237,179
image241.jpg,475,340,waterfall,5,3,453,340
image527.jpeg,225,225,sky,1,1,224,224
image269.jpg,510,340,sky,2,2,510,148
image269.jpg,510,340,field,11,221,510,339
image268.jpg,510,340,sky,3,4,510,227
image268.jpg,510,340,tree,368,182,510,294
image240.jpg,611,340,sky,4,3,594,120
image240.jpg,611,340,mountain,5,89,611,336
image1191.jpeg,275,183,flower,4,98,274,182
image1191.jpeg,275,183,tree,13,24,37,98
image1191.jpeg,275,183,tree,50,22,74,96
image1191.jpeg,275,183,tree,84,61,101,99
image526.jpeg,259,194,sky,1,1,257,191
image532.jpeg,275,183,sky,1,1,275,183
image1185.jpeg,278,181,forest,1,1,275,178
image1185.jpeg,278,181,tree,1,1,78,129
image1185.jpeg,278,181,tree,126,1,273,172
image254.jpg,510,340,sky,4,2,510,224
image254.jpg,510,340,desert,6,200,510,337
image1608.jpg,511,340,sky,3,6,510,234
image1608.jpg,511,340,sea,8,230,511,338
image1152.jpeg,238,212,sky,2,2,235,65
image1152.jpeg,238,212,mountain,9,54,235,164
image283.jpg,510,340,butterfly,152,37,213,84
image283.jpg,510,340,flower,4,130,510,335
image1634.jpg,806,340,sky,4,3,799,192
image1634.jpg,806,340,mountain,10,191,806,340
image1620.jpg,510,340,sea,5,243,508,338
image1620.jpg,510,340,mountain,10,119,474,238
image1620.jpg,510,340,sky,4,5,506,128
image297.jpg,510,340,forest,6,4,505,335
image297.jpg,510,340,tree,14,7,218,103
image297.jpg,510,340,tree,200,12,510,159
image297.jpg,510,340,tree,111,129,240,340
image297.jpg,510,340,tree,199,56,382,340
image1146.jpeg,278,181,sky,1,1,278,64
image1146.jpeg,278,181,mountain,5,56,246,84
image1146.jpeg,278,181,sea,6,90,261,160
image1146.jpeg,278,181,forest,154,137,276,181
image1393.jpeg,276,183,sky,1,1,276,92
image1393.jpeg,276,183,tree,96,59,160,137
image1393.jpeg,276,183,tree,178,63,242,141
image1387.jpeg,259,194,waterfall,61,76,124,180
image1387.jpeg,259,194,mountain,3,1,256,156
image1387.jpeg,259,194,lake,26,132,251,187
image1378.jpeg,276,183,field,7,102,270,183
image1378.jpeg,276,183,mountain,3,67,276,101
image1378.jpeg,276,183,sky,1,3,272,64
image1436.jpeg,260,194,waterfall,99,60,255,179
image1436.jpeg,260,194,mountain,6,6,254,191
image1436.jpeg,260,194,forest,3,2,258,95
image1350.jpeg,183,275,sky,1,3,175,134
image1350.jpeg,183,275,flower,10,170,183,274
image1344.jpeg,251,201,forest,5,4,246,197
image1344.jpeg,251,201,tree,122,10,251,172
image1422.jpeg,259,194,flower,12,133,245,194
image1422.jpeg,259,194,mountain,17,47,182,97
image1422.jpeg,259,194,field,6,76,256,192
image650.jpeg,275,183,sky,1,1,271,156
image1581.jpg,510,340,sky,6,6,510,223
image1581.jpg,510,340,mountain,6,207,508,336
image1595.jpg,510,340,sky,3,5,510,115
image1595.jpg,510,340,mountain,9,105,510,335
image1595.jpg,510,340,waterfall,166,141,298,300
image644.jpeg,276,183,sky,2,2,276,182
image1218.jpeg,276,183,field,4,105,274,181
image1218.jpeg,276,183,tree,14,30,99,113
image1218.jpeg,276,183,tree,162,25,258,135
image1542.jpg,453,340,beach,5,93,450,340
image1542.jpg,453,340,sky,3,2,453,101
image1224.jpeg,100,100,beach,1,71,100,99
image1224.jpeg,100,100,mountain,1,1,100,70
image1230.jpeg,259,194,mountain,5,22,259,193
image1556.jpg,510,340,sea,4,125,500,320
image1556.jpg,510,340,sky,5,5,503,120
image308.jpg,604,340,sky,1,2,604,112
image308.jpg,604,340,mountain,16,83,604,338
image334.jpg,453,340,mountain,18,93,448,335
image334.jpg,453,340,sky,2,5,453,126
image1783.jpg,510,340,sky,5,4,510,221
image1783.jpg,510,340,sea,3,270,505,340
image1783.jpg,510,340,mountain,10,220,510,268
image452.jpg,536,340,field,3,255,535,340
image452.jpg,536,340,house,138,33,380,265
image452.jpg,536,340,sky,319,3,536,191
image446.jpg,509,340,sky,3,2,315,142
image446.jpg,509,340,field,6,147,505,335
image446.jpg,509,340,stone,311,73,390,163
image1797.jpg,682,340,sky,5,3,256,191
image1797.jpg,682,340,mountain,210,54,682,284
image320.jpg,509,340,sky,1,2,509,134
image320.jpg,509,340,sea,168,140,502,266
image1768.jpg,510,340,flower,10,18,508,333
image1026.jpeg,225,225,sky,1,2,225,222
image491.jpg,510,340,sky,2,2,502,63
image491.jpg,510,340,mountain,10,67,509,340
image1740.jpg,510,340,forest,9,5,510,336
image1754.jpg,509,340,sky,3,4,506,114
image1754.jpg,509,340,mountain,7,128,239,336
image1754.jpg,509,340,mountain,44,97,504,197
image1754.jpg,509,340,lake,124,177,508,298
image485.jpg,653,340,beach,3,154,653,279
image485.jpg,653,340,field,6,275,653,338
image485.jpg,653,340,sky,4,4,653,148
image1032.jpeg,284,178,sky,1,1,282,142
image1032.jpeg,284,178,vilage,2,143,284,176
image1036.jpeg,246,205,sea,5,96,245,205
image1036.jpeg,246,205,sky,1,2,245,94
image481.jpg,228,340,sky,1,1,228,74
image481.jpg,228,340,sea,4,75,224,340
image1750.jpg,734,340,sky,4,6,730,97
image1750.jpg,734,340,mountain,16,110,727,340
image1744.jpg,510,340,forest,13,15,510,334
image495.jpeg,225,225,flower,3,147,221,209
image495.jpeg,225,225,sky,3,1,225,104
image1022.jpeg,300,168,sky,3,1,300,167
image318.jpg,453,340,ground,1,180,453,336
image318.jpg,453,340,mountain,6,109,453,175
image318.jpg,453,340,sky,2,3,453,123
image324.jpg,503,340,flower,11,11,497,340
image1793.jpg,509,340,forest,7,5,504,250
image1793.jpg,509,340,road,123,167,424,340
image456.jpg,526,340,sky,1,1,526,167
image456.jpg,526,340,sea,2,165,526,338
image1787.jpg,510,340,sky,8,5,504,143
image1787.jpg,510,340,field,10,152,507,329
image1787.jpg,510,340,tree,403,87,450,151
image330.jpg,510,340,field,5,151,510,340
image330.jpg,510,340,sky,2,2,510,153
image1208.jpeg,285,177,sea,1,85,268,164
image1208.jpeg,285,177,mountain,71,36,285,91
image1208.jpeg,285,177,sky,2,3,132,79
image1552.jpg,510,340,stone,278,122,430,323
image1552.jpg,510,340,sky,6,3,508,192
image1552.jpg,510,340,mountain,8,199,501,336
image1234.jpeg,264,191,field,3,119,264,191
image1234.jpeg,264,191,sky,3,4,263,87
image1220.jpeg,286,176,mountain,3,4,284,173
image1546.jpg,339,340,sea,7,254,339,338
image1546.jpg,339,340,sky,3,6,338,251
image668.jpeg,225,225,sky,1,1,225,212
image640.jpeg,221,228,sky,2,1,218,202
image1591.jpg,509,340,sky,12,1,506,175
image1591.jpg,509,340,stone,7,200,489,330
image1585.jpg,510,340,stone,9,91,195,251
image1585.jpg,510,340,sea,46,37,510,336
image654.jpeg,275,183,sky,1,1,273,183
image1368.jpeg,284,177,ground,8,107,282,173
image1368.jpeg,284,177,forest,4,2,222,104
image1426.jpeg,284,177,sky,5,2,277,54
image1426.jpeg,284,177,mountain,9,50,278,177
image1340.jpeg,275,183,lake,30,139,232,183
image1340.jpeg,275,183,sky,2,1,275,68
image1340.jpeg,275,183,mountain,7,47,270,145
image1354.jpeg,275,183,sky,18,3,229,53
image1354.jpeg,275,183,lake,14,94,275,182
image1354.jpeg,275,183,mountain,6,30,275,86
image1432.jpeg,300,168,sky,3,4,237,75
image1432.jpeg,300,168,tree,224,1,299,139
image1432.jpeg,300,168,field,7,121,300,166
image1432.jpeg,300,168,house,170,84,229,125
image1383.jpeg,279,181,flower,7,114,279,180
image1383.jpeg,279,181,flower,184,81,226,172
image1383.jpeg,279,181,sky,5,3,279,85
image1397.jpeg,259,194,lake,9,106,173,154
image1397.jpeg,259,194,flower,4,148,105,189
image1397.jpeg,259,194,flower,145,124,246,165
image1397.jpeg,259,194,sky,62,4,232,65
image1397.jpeg,259,194,tree,211,15,259,113
image1397.jpeg,259,194,tree,1,19,47,117
image1397.jpeg,259,194,house,135,64,221,116
image1618.jpg,479,340,lake,9,213,474,334
image1618.jpg,479,340,mountain,1,91,201,211
image1618.jpg,479,340,mountain,234,34,479,210
image1618.jpg,479,340,sky,3,3,343,126
image1142.jpeg,278,181,tree,23,1,106,152
image1142.jpeg,278,181,tree,194,1,278,152
image1142.jpeg,278,181,tree,144,43,215,152
image1142.jpeg,278,181,tree,63,64,132,150
image293.jpg,500,340,forest,8,7,435,306
image1624.jpg,511,340,person,331,211,380,289
image1624.jpg,511,340,sky,3,3,508,243
image1630.jpg,510,340,lake,5,215,500,340
image1630.jpg,510,340,mountain,11,148,507,216
image1630.jpg,510,340,sky,5,1,507,145
image287.jpg,510,340,field,4,243,505,340
image287.jpg,510,340,tree,290,149,469,252
image287.jpg,510,340,sky,6,4,504,249
image1156.jpeg,285,177,mountain,4,10,284,48
image1156.jpeg,285,177,ground,3,51,285,174
image278.jpg,510,340,sky,2,1,510,191
image278.jpg,510,340,field,4,184,508,340
image250.jpg,625,340,sky,1,5,614,115
image250.jpg,625,340,mountain,220,41,401,169
image250.jpg,625,340,ground,14,126,624,339
image1181.jpeg,275,183,person,127,118,188,163
image1181.jpeg,275,183,sky,1,1,274,109
image1181.jpeg,275,183,stone,7,160,203,183
image536.jpeg,225,225,sky,2,1,222,194
image522.jpeg,286,176,sky,1,2,286,173
image1195.jpeg,259,194,field,6,101,258,170
image1195.jpeg,259,194,mountain,2,35,259,89
image1195.jpeg,259,194,tree,22,46,66,106
image1195.jpeg,259,194,tree,65,39,109,99
image1195.jpeg,259,194,tree,123,26,168,100
image244.jpg,510,340,tree,12,10,105,252
image244.jpg,510,340,tree,79,8,172,250
image244.jpg,510,340,tree,146,9,239,251
image244.jpg,510,340,tree,265,1,358,242
image244.jpg,510,340,tree,405,1,498,242
image244.jpg,510,340,forest,7,7,504,337
image523.jpeg,275,183,sky,1,2,275,182
image245.jpg,510,340,sky,183,14,510,143
image245.jpg,510,340,mountain,15,33,239,236
image245.jpg,510,340,mountain,285,55,509,258
image245.jpg,510,340,field,7,168,510,338
image1194.jpeg,275,183,waterfall,4,5,237,89
image1194.jpeg,275,183,waterfall,13,97,246,181
image1194.jpeg,275,183,mountain,5,2,271,176
image1180.jpeg,189,267,tree,55,170,138,222
image1180.jpeg,189,267,sky,3,23,182,208
image251.jpg,510,340,ground,8,49,506,334
image251.jpg,510,340,person,65,62,164,155
image251.jpg,510,340,sky,4,2,506,45
image537.jpeg,100,100,sky,1,1,100,99
image279.jpg,510,340,field,7,158,504,337
image279.jpg,510,340,sky,2,1,456,120
image279.jpg,510,340,mountain,298,14,510,142
image1631.jpg,455,340,sea,9,277,450,340
image1631.jpg,455,340,sky,3,3,455,274
image1157.jpeg,275,183,mountain,206,112,275,159
image1157.jpeg,275,183,sea,9,132,273,183
image1157.jpeg,275,183,sky,2,3,274,123
image286.jpg,510,340,mountain,5,64,498,340
image286.jpg,510,340,tree,318,189,506,340
image292.jpg,510,340,mountain,40,66,506,340
image1143.jpeg,259,194,sky,2,1,258,32
image1143.jpeg,259,194,dog,84,103,137,143
image1143.jpeg,259,194,person,120,44,157,145
image1143.jpeg,259,194,mountain,8,33,258,194
image1625.jpg,706,340,sky,7,5,705,122
image1625.jpg,706,340,lake,84,221,569,331
image1625.jpg,706,340,mountain,175,107,665,220
image1625.jpg,706,340,forest,7,125,163,310
image1625.jpg,706,340,forest,547,130,703,315
image1619.jpg,510,340,sky,4,4,492,95
image1619.jpg,510,340,mountain,7,89,510,335
image1396.jpeg,265,190,forest,6,80,260,186
image1396.jpeg,265,190,mountain,10,14,262,185
image1382.jpeg,275,183,lake,5,91,273,183
image1382.jpeg,275,183,mountain,14,28,270,94
image1355.jpeg,259,194,field,6,79,259,190
image1355.jpeg,259,194,sky,3,4,254,78
image1433.jpeg,225,225,flower,9,96,225,222
image1433.jpeg,225,225,sky,3,3,225,96
image1433.jpeg,225,225,field,8,103,225,222
image1427.jpeg,300,168,tree,7,5,131,107
image1427.jpeg,300,168,tree,165,3,261,111
image1427.jpeg,300,168,mountain,4,7,298,168
image1427.jpeg,300,168,forest,14,6,278,148
image1341.jpeg,284,177,mountain,7,64,284,175
image1341.jpeg,284,177,sky,1,1,284,74
image1341.jpeg,284,177,person,89,76,143,168
image1369.jpeg,275,183,mountain,4,4,270,46
image1369.jpeg,275,183,field,10,47,272,181
image655.jpeg,225,225,sky,2,1,224,225
image1584.jpg,566,340,person,228,48,329,307
image1584.jpg,566,340,tree,5,23,142,315
image1584.jpg,566,340,mountain,15,10,563,340
image1590.jpg,509,340,sky,12,4,509,131
image1590.jpg,509,340,sea,8,131,508,338
image641.jpeg,308,163,sky,2,1,305,163
